poemId,emotion,le_prob,ai_prob,xi_prob,nu/hao_prob,si_prob
4533,思,0.0133,0.0561,0.0095,0.0033,0.7408
4534,乐,0.5816,0.175,0.1084,0.0316,0.2785
4535,哀,0.0058,0.9978,0.0004,0.0011,0.0924
4536,思,0.0468,0.0385,0.0014,0.0329,0.5778
4537,哀,0.054,0.9774,0.0012,0.0081,0.092
4538,哀,0.0826,0.943,0.0119,0.0011,0.386
4539,思,0.4494,0.0693,0.0218,0.0738,0.5629
4540,乐,0.5058,0.3454,0.2408,0.0131,0.0219
4541,乐,0.5325,0.1489,0.0062,0.1351,0.023
4542,"哀, 思",0.4478,0.8041,0.0089,0.0009,0.6733
4543,哀,0.0246,0.9647,0.0001,0.0067,0.0801
4544,乐,0.8342,0.0355,0.0769,0.0785,0.4181
4545,哀,0.0176,0.4111,0.0947,0.0622,0.3065
4546,哀,0.001,0.9982,0.0067,0.0006,0.2372
4547,哀,0.0168,0.8973,0.0392,0.0615,0.0327
4548,哀,0.0036,0.9958,0.0008,0.0082,0.2159
4549,乐,0.927,0.0393,0.063,0.0023,0.0771
4550,思,0.0498,0.1339,0.4431,0.0246,0.8594
4551,"乐, 思",0.5604,0.0141,0.0213,0.0022,0.5602
4552,思,0.1765,0.0229,0.0018,0.0036,0.97
4553,乐,0.9932,0.0179,0.0781,0.0158,0.0257
4554,哀,0.1409,0.3689,0.0019,0.0944,0.1026
4555,"哀, 思",0.0038,0.9845,0.0045,0.0002,0.6184
4556,"乐, 思",0.7317,0.0220,0.0074,0.0987,0.6758
4557,哀,0.2463,0.5084,0.0324,0.006,0.0675
4558,哀,0.0252,0.476,0.0019,0.0438,0.2519
4559,哀,0.3065,0.806,0.0035,0.0392,0.0066
4560,乐,0.5138,0.2248,0.1264,0.0044,0.3769
4561,哀,0.0037,0.9979,0.0005,0.0013,0.1191
4562,哀,0.0018,0.9948,0.1273,0.0027,0.3099
4563,乐,0.698,0.0162,0.1021,0.0167,0.1885
4564,哀,0.0915,0.9155,0.0046,0.0277,0.0479
4565,哀,0.0321,0.9772,0.0006,0.0015,0.243
4566,哀,0.0039,0.9997,0.0008,0.0022,0.0235
4567,喜,0.1673,0.0683,0.6401,0.0304,0.4221
4568,哀,0.0176,0.1214,0.0874,0.0536,0.1138
4569,思,0.0312,0.1467,0.0319,0.2813,0.5648
4570,思,0.3398,0.0419,0.4031,0.0001,0.4462
4571,怒/豪,0.0766,0.0143,0.0416,0.5062,0.1729
4572,思,0.2476,0.0837,0.1384,0.154,0.5393
4573,思,0.1274,0.4267,0.2393,0.0576,0.5658
4574,思,0.4982,0.2843,0.051,0.072,0.7046
4575,思,0.2391,0.1201,0.0016,0.0174,0.8641
4576,哀,0.4203,0.8348,0.0242,0.0146,0.1175
4577,"哀, 怒/豪",0.0075,0.7271,0.0008,0.9247,0.0869
4578,哀,0.0338,0.9957,0.0103,0.0025,0.0364
4579,哀,0.004,0.9794,0.0028,0.0159,0.487
4580,"乐, 思",0.8743,0.1654,0.0568,0.0041,0.9543
4581,哀,0.1156,0.9296,0.0006,0.0012,0.038
4582,乐,0.8415,0.0583,0.0036,0.0081,0.127
4583,哀,0.1993,0.643,0.0032,0.0004,0.0938
4584,哀,0.0168,0.9935,0.0019,0.0099,0.1298
4585,思,0.0328,0.1179,0.4083,0.0061,0.4157
4586,哀,0.1389,0.4926,0.0166,0.031,0.4449
4587,乐,0.8034,0.2934,0.1592,0.0007,0.0416
4588,"哀, 思",0.0082,0.9528,0.0004,0.0004,0.5466
4589,思,0.0016,0.335,0.011,0.0258,0.5159
4590,哀,0.3807,0.4457,0.0032,0.0021,0.0105
4591,思,0.1616,0.1221,0.1169,0.0005,0.5143
4592,哀,0.0847,0.4908,0.0169,0.2253,0.2491
4593,哀,0.1623,0.9103,0.0323,0.3097,0.1863
4594,"乐, 哀",0.7738,0.8704,0.0128,0.0001,0.1631
4595,哀,0.0021,0.9866,0.0009,0.09,0.3803
4596,"哀, 思",0.0030,0.8618,0.0010,0.0063,0.7773
4597,哀,0.0247,0.9971,0.0001,0.0033,0.0317
4598,喜,0.097,0.3056,0.6361,0.1069,0.0918
4599,思,0.0398,0.2705,0.004,0.0052,0.7025
4600,哀,0.0077,0.9809,0.0009,0.0036,0.1246
4601,怒/豪,0.1244,0.0531,0.0889,0.1699,0.1041
4602,哀,0.0006,0.0003,0.0067,0.0492,0.0
4603,乐,0.7265,0.3609,0.0037,0.0056,0.0771
4604,乐,0.4704,0.0086,0.085,0.0363,0.0598
4605,"乐, 思",0.5538,0.0852,0.1549,0.0046,0.5022
4606,哀,0.0427,0.9956,0.0034,0.0014,0.0283
4607,思,0.2092,0.0875,0.1568,0.008,0.4696
4608,思,0.1192,0.0838,0.0081,0.0006,0.9689
4609,哀,0.1054,0.999,0.0036,0.0017,0.0018
4610,乐,0.308,0.1162,0.2851,0.0987,0.0427
4611,乐,0.4248,0.0115,0.0011,0.0826,0.3141
4612,哀,0.0404,0.9917,0.0006,0.0091,0.0652
4613,"哀, 思",0.1038,0.8929,0.0319,0.0097,0.5871
4614,思,0.2925,0.0092,0.01,0.1278,0.4308
4615,思,0.2898,0.109,0.0306,0.0731,0.6358
4616,哀,0.0318,0.9253,0.098,0.1066,0.019
4617,"乐, 哀, 思",0.9198,0.6426,0.0018,0.1934,0.7311
4618,"乐, 喜",0.6074,0.0913,0.6924,0.0045,0.2084
4619,怒/豪,0.1333,0.034,0.1269,0.4005,0.0977
4620,哀,0.0053,0.9993,0.0003,0.0041,0.0093
4621,哀,0.0445,0.801,0.0225,0.0401,0.089
4622,哀,0.0016,0.9904,0.0026,0.2099,0.0189
4623,哀,0.0073,0.9994,0.0004,0.0051,0.0529
4624,"哀, 怒/豪",0.0023,0.5970,0.0008,0.8309,0.1074
4625,思,0.1005,0.0711,0.0064,0.0083,0.2691
4626,哀,0.0041,0.989,0.001,0.1428,0.0582
4627,哀,0.0166,0.9993,0.0006,0.0372,0.1267
4628,思,0.1862,0.0366,0.0102,0.0008,0.933
4629,"乐, 思",0.7634,0.0237,0.0195,0.0006,0.8817
4630,思,0.06,0.4969,0.0627,0.3337,0.6273
4631,乐,0.6052,0.0279,0.0403,0.0351,0.4807
4632,"喜, 思",0.2642,0.0170,0.7399,0.0338,0.6663
4633,哀,0.0451,0.8565,0.0011,0.0006,0.4715
4634,哀,0.0055,0.997,0.0001,0.0047,0.0476
4635,哀,0.0034,0.982,0.0003,0.0353,0.1321
4636,喜,0.1792,0.0232,0.8617,0.0064,0.1671
4637,怒/豪,0.2257,0.0788,0.0052,0.5107,0.3739
4638,思,0.0556,0.2307,0.0158,0.1329,0.6972
4639,哀,0.02,0.5854,0.008,0.0151,0.3312
4640,哀,0.0212,0.9945,0.0016,0.0015,0.0178
4641,哀,0.001,0.9998,0.0003,0.0053,0.0555
4642,"乐, 思",0.8954,0.0054,0.0169,0.0062,0.6007
4643,哀,0.004,0.9998,0.0002,0.0884,0.0
4644,乐,0.3873,0.2102,0.2029,0.1187,0.3756
4645,哀,0.0147,0.3902,0.0085,0.1116,0.341
4646,乐,0.8224,0.045,0.1276,0.0015,0.3568
4647,哀,0.061,0.7214,0.0026,0.0015,0.4638
4648,哀,0.0401,0.9988,0.0001,0.0002,0.1117
4649,哀,0.0563,0.1414,0.0167,0.0668,0.1056
4650,"哀, 思",0.0159,0.9921,0.0021,0.0126,0.5164
4651,怒/豪,0.1107,0.208,0.0086,0.3145,0.187
4652,"哀, 思",0.0734,0.5862,0.0876,0.0238,0.6263
4653,乐,0.7432,0.0375,0.0438,0.0273,0.0203
4654,乐,0.9116,0.0186,0.0006,0.0047,0.4096
4655,思,0.0731,0.1589,0.3749,0.0171,0.6698
4656,哀,0.0047,0.9494,0.0454,0.1784,0.2358
4657,哀,0.0084,0.9982,0.0016,0.0003,0.1894
4658,哀,0.1059,0.7827,0.021,0.0389,0.0976
4659,思,0.2866,0.0046,0.4902,0.0061,0.8726
4660,"哀, 思",0.0212,0.8368,0.0183,0.0227,0.9912
4661,思,0.3003,0.379,0.0258,0.0027,0.74
4662,思,0.0445,0.3531,0.0185,0.0056,0.6817
4663,"乐, 喜",0.9556,0.0107,0.8263,0.0090,0.0012
4664,哀,0.0159,0.8878,0.0028,0.129,0.2232
4665,"乐, 哀, 思",0.7998,0.8541,0.0488,0.3296,0.5092
4666,喜,0.394,0.0953,0.4919,0.1099,0.4524
4667,哀,0.0007,0.9999,0.0009,0.0163,0.0
4668,"哀, 怒/豪",0.0321,0.7394,0.0086,0.8381,0.0974
4669,"乐, 思",0.6427,0.2235,0.0032,0.0005,0.7537
4670,哀,0.009,0.997,0.0388,0.0496,0.0
4671,哀,0.074,0.6083,0.0196,0.0563,0.1187
4672,"哀, 思",0.0345,0.9984,0.0002,0.0000,0.5759
4673,哀,0.0092,0.9814,0.0018,0.0103,0.1673
4674,"哀, 思",0.0295,0.6750,0.0050,0.0010,0.7598
4675,哀,0.0384,0.8425,0.011,0.0027,0.3666
4676,怒/豪,0.2777,0.0034,0.0049,0.9438,0.1586
4677,"哀, 怒/豪, 思",0.0196,0.7653,0.0005,0.5353,0.6013
4678,哀,0.0779,0.8248,0.2685,0.002,0.3718
4679,"乐, 喜",0.7677,0.0031,0.5200,0.0170,0.3487
4680,思,0.178,0.1786,0.0844,0.111,0.3765
4681,乐,0.765,0.0253,0.0156,0.1177,0.0379
4682,"乐, 哀",0.9319,0.7071,0.0013,0.0007,0.0114
4683,乐,0.8209,0.0112,0.0072,0.0038,0.4338
4684,"怒/豪, 思",0.0066,0.0048,0.0012,0.7449,0.9890
4685,思,0.0077,0.1665,0.0217,0.0236,0.996
4686,哀,0.0105,0.9956,0.0002,0.0016,0.3127
4687,思,0.3274,0.0305,0.0632,0.0326,0.3785
4688,"哀, 思",0.0565,0.9174,0.0154,0.0013,0.6253
4689,思,0.0884,0.489,0.0007,0.7282,0.0
4690,"哀, 思",0.0887,0.7662,0.0242,0.0020,0.5035
4691,"哀, 思",0.0322,0.7633,0.0500,0.0192,0.8866
4692,"哀, 思",0.1419,0.7874,0.0440,0.0033,0.8884
4693,"哀, 思",0.0223,0.6635,0.0116,0.0319,0.6062
4694,思,0.0392,0.0515,0.0079,0.1121,0.3796
4695,哀,0.2782,0.5706,0.0225,0.0102,0.3862
4696,哀,0.0013,0.9995,0.0003,0.0144,0.0247
4697,哀,0.0882,0.4664,0.0046,0.0898,0.3713
4698,怒/豪,0.2083,0.1142,0.0933,0.3931,0.0295
4699,"乐, 思",0.6628,0.0321,0.0042,0.0072,0.7743
4700,哀,0.1456,0.5521,0.035,0.0174,0.0094
4701,"哀, 喜",0.2767,0.6902,0.5548,0.0130,0.2604
4702,思,0.0876,0.0694,0.0031,0.0018,0.9617
4703,思,0.0755,0.007,0.2901,0.0024,0.9231
4704,"喜, 思",0.3366,0.0021,0.9065,0.0086,0.9035
4705,"乐, 思",0.5714,0.4451,0.2613,0.0099,0.6416
4706,哀,0.1756,0.375,0.1007,0.0005,0.1274
4707,思,0.064,0.0543,0.0355,0.0711,0.7932
4708,哀,0.0104,0.9978,0.0001,0.0057,0.0222
4709,思,0.0627,0.4902,0.0013,0.1213,0.4937
4710,哀,0.0381,0.7586,0.0043,0.003,0.4645
4711,乐,0.3585,0.2318,0.0185,0.0327,0.0896
4712,乐,0.5122,0.0322,0.0001,0.1732,0.245
4713,"乐, 思",0.6309,0.0354,0.3443,0.0735,0.6447
4714,哀,0.0284,0.9536,0.0006,0.0015,0.1611
4715,思,0.0456,0.1254,0.0015,0.0007,0.9887
4716,哀,0.0065,0.9226,0.0072,0.0884,0.0501
4717,哀,0.0805,0.4098,0.1049,0.0434,0.1411
4718,乐,0.4665,0.4598,0.0001,0.0341,0.1445
4719,"哀, 思",0.1100,0.7291,0.2843,0.0112,0.5227
4720,思,0.2408,0.1938,0.0715,0.0158,0.5915
4721,"乐, 思",0.6889,0.0163,0.0018,0.0005,0.8958
4722,思,0.0076,0.2082,0.0006,0.0241,0.865
4723,乐,0.8126,0.0293,0.0652,0.0029,0.1623
4724,"哀, 思",0.2310,0.7437,0.0624,0.2047,0.5878
4725,哀,0.0189,0.9944,0.069,0.0076,0.4407
4726,"哀, 思",0.0244,0.6582,0.0019,0.0181,0.5448
4727,乐,0.969,0.002,0.0234,0.0146,0.099
4728,哀,0.0197,0.9823,0.0004,0.004,0.01
4729,思,0.01,0.0194,0.0055,0.0107,0.9981
4730,"哀, 思",0.0053,0.7380,0.0011,0.0196,0.9886
4731,喜,0.2275,0.1183,0.7836,0.0158,0.0057
4732,思,0.391,0.0904,0.0771,0.042,0.5834
4733,哀,0.0798,0.9336,0.0029,0.0835,0.0713
4734,思,0.0678,0.2223,0.0643,0.0166,0.4668
4735,乐,0.6907,0.0434,0.0141,0.0156,0.0375
4736,思,0.3265,0.0769,0.0377,0.0476,0.8658
4737,怒/豪,0.0912,0.1409,0.1651,0.2579,0.1497
4738,哀,0.07,0.7969,0.0071,0.2056,0.0304
4739,思,0.0337,0.0151,0.0369,0.0139,0.8757
4740,怒/豪,0.0083,0.0152,0.0639,0.7757,0.4165
4741,"哀, 思",0.0206,0.5186,0.0095,0.3452,0.6406
4742,思,0.0302,0.0949,0.0024,0.0111,0.8884
4743,思,0.2738,0.0168,0.0219,0.0846,0.3108
4744,思,0.0071,0.4826,0.0003,0.0012,0.9822
4745,哀,0.0046,0.9281,0.0037,0.005,0.1711
4746,思,0.1033,0.3904,0.0189,0.0167,0.44
4747,哀,0.038,0.8966,0.0568,0.0088,0.3392
4748,哀,0.2826,0.7989,0.0167,0.0149,0.0081
4749,"哀, 思",0.0359,0.5608,0.0032,0.0189,0.7290
4750,"哀, 思",0.0083,0.7800,0.0020,0.0176,0.9050
4751,乐,0.4399,0.1461,0.0492,0.0291,0.2626
4752,哀,0.003,0.8362,0.0009,0.2805,0.022
4753,乐,0.5339,0.0286,0.0385,0.2385,0.2267
4754,乐,0.3917,0.3526,0.0021,0.0453,0.0741
4755,哀,0.0005,0.9998,0.0006,0.002,0.0176
4756,"哀, 怒/豪",0.0042,0.7850,0.0058,0.9013,0.0479
4757,哀,0.0361,0.9993,0.0002,0.0013,0.1473
4758,哀,0.0819,0.9523,0.0379,0.0012,0.4228
4759,思,0.1699,0.0212,0.0117,0.0314,0.9179
4760,乐,0.5623,0.3141,0.0433,0.072,0.06
4761,喜,0.2372,0.0791,0.5056,0.0028,0.3877
4762,"哀, 思",0.0741,0.8112,0.0548,0.0004,0.9027
4763,怒/豪,0.4824,0.0032,0.2634,0.7706,0.1313
4764,"乐, 喜",0.7033,0.3902,0.6804,0.0001,0.0009
4765,哀,0.0516,0.9723,0.0264,0.0006,0.0596
4766,思,0.0581,0.1799,0.0026,0.0001,0.9365
4767,哀,0.2942,0.7674,0.027,0.0132,0.0043
4768,乐,0.236,0.0033,0.0023,0.0082,0.1866
4769,思,0.193,0.0413,0.0057,0.0464,0.7337
4770,哀,0.2142,0.6294,0.0703,0.0017,0.3667
4771,怒/豪,0.4922,0.2991,0.0067,0.6943,0.0346
4772,乐,0.4881,0.06,0.0145,0.0608,0.1995
4773,哀,0.025,0.8481,0.0178,0.0069,0.4857
4774,哀,0.0052,0.9997,0.0011,0.0243,0.0
4775,哀,0.0199,0.9951,0.0125,0.0152,0.3546
4776,思,0.0617,0.2455,0.0733,0.0245,0.3107
4777,哀,0.3218,0.9908,0.0073,0.1972,0.4708
4778,哀,0.3801,0.5434,0.0907,0.0085,0.2272
4779,哀,0.0241,0.9699,0.011,0.0059,0.3396
4780,思,0.119,0.0821,0.2154,0.0141,0.4272
4781,哀,0.0204,0.9679,0.0015,0.0005,0.0794
4782,乐,0.9539,0.0564,0.002,0.0114,0.0317
4783,哀,0.2595,0.9457,0.0098,0.01,0.2955
4784,思,0.0175,0.1876,0.0002,0.0034,0.7384
4785,哀,0.0055,0.9979,0.0001,0.0001,0.4855
4786,哀,0.0686,0.6753,0.0547,0.1176,0.3055
4787,哀,0.0059,0.9643,0.069,0.0012,0.3087
4788,哀,0.3448,0.9875,0.0031,0.0015,0.0378
4789,哀,0.0007,0.9914,0.0004,0.0547,0.0652
4790,哀,0.3317,0.6618,0.0024,0.0082,0.1723
4791,哀,0.0242,0.9921,0.0106,0.0163,0.2059
4792,哀,0.0191,0.9963,0.0001,0.0675,0.1853
4793,哀,0.011,0.9423,0.0115,0.0021,0.2544
4794,乐,0.8938,0.0082,0.0103,0.0124,0.0164
4795,怒/豪,0.316,0.0767,0.0087,0.4296,0.1115
4796,思,0.0016,0.2882,0.021,0.0128,0.9423
4797,乐,0.8016,0.0202,0.0172,0.0027,0.4951
4798,哀,0.2215,0.5801,0.0014,0.2461,0.0165
4799,"哀, 思",0.0005,0.5910,0.0244,0.0287,0.9108
4800,思,0.0037,0.3169,0.0001,0.0045,0.8987
4801,乐,0.9166,0.2777,0.0086,0.0075,0.0566
4802,哀,0.0437,0.9964,0.0017,0.0386,0.0214
4803,思,0.4932,0.048,0.0591,0.002,0.7299
4804,"乐, 思",0.6226,0.0369,0.3080,0.0035,0.5489
4805,"乐, 思",0.6908,0.0304,0.2520,0.0037,0.7496
4806,思,0.1114,0.2031,0.3527,0.001,0.8147
4807,哀,0.0014,0.9955,0.0031,0.004,0.3133
4808,"乐, 思",0.7908,0.3578,0.0312,0.0006,0.5488
4809,思,0.2814,0.0523,0.1493,0.1824,0.3766
4810,哀,0.279,0.5376,0.0277,0.0052,0.0975
4811,喜,0.1078,0.4074,0.9652,0.0002,0.0185
4812,哀,0.0436,0.9767,0.0006,0.0846,0.0471
4813,哀,0.0454,0.9489,0.0091,0.0218,0.0132
4814,哀,0.0095,0.3706,0.0527,0.1415,0.2718
4815,思,0.1409,0.0568,0.0379,0.0173,0.8627
4816,思,0.0265,0.0178,0.0076,0.0046,0.9992
4817,乐,0.4864,0.0871,0.4654,0.0075,0.0572
4818,哀,0.0277,0.9868,0.0191,0.0486,0.4752
4819,哀,0.0403,0.9955,0.0001,0.0113,0.0038
4820,哀,0.3122,0.9212,0.024,0.0165,0.0489
4821,喜,0.1147,0.4638,0.6396,0.0058,0.0062
4822,哀,0.0029,0.9993,0.0006,0.0027,0.0004
4823,喜,0.0586,0.1548,0.1785,0.0255,0.1667
4824,乐,0.6881,0.165,0.0327,0.0189,0.0711
4825,哀,0.0935,0.5722,0.0531,0.0112,0.3523
4826,哀,0.0659,0.2817,0.0008,0.2274,0.0382
4827,乐,0.1365,0.0944,0.0931,0.0599,0.0635
4828,哀,0.0212,0.9983,0.0002,0.0007,0.2585
4829,哀,0.4713,0.9754,0.0029,0.2996,0.026
4830,乐,0.9722,0.0124,0.0004,0.0002,0.0801
4831,乐,0.4085,0.0601,0.3477,0.0495,0.1495
4832,哀,0.0409,0.7664,0.0104,0.0146,0.2437
4833,哀,0.1799,0.7803,0.0023,0.075,0.236
4834,思,0.0231,0.149,0.0179,0.0981,0.7701
4835,"哀, 思",0.0167,0.6341,0.0092,0.2498,0.8912
4836,思,0.1014,0.433,0.0892,0.1356,0.7972
4837,哀,0.0159,0.9995,0.0006,0.1214,0.0075
4838,思,0.0881,0.0047,0.0313,0.0347,0.6318
4839,哀,0.0626,0.945,0.001,0.003,0.3706
4840,乐,0.6066,0.0154,0.3697,0.1112,0.322
4841,哀,0.0865,0.9658,0.002,0.0052,0.0411
4842,思,0.0336,0.0069,0.0044,0.0457,0.6214
4843,乐,0.7296,0.0187,0.0488,0.0584,0.2586
4844,哀,0.0209,0.1713,0.0414,0.013,0.152
4845,"哀, 怒/豪",0.4440,0.9508,0.0091,0.8337,0.0995
4846,喜,0.2911,0.0186,0.3395,0.0232,0.0262
4847,"喜, 思",0.0608,0.0012,0.6222,0.0033,0.8668
4848,思,0.0044,0.4007,0.0244,0.0574,0.8668
4849,怒/豪,0.043,0.3522,0.0006,0.8994,0.4675
4850,"哀, 喜",0.1864,0.6378,0.7817,0.0334,0.0896
4851,思,0.0019,0.0391,0.0007,0.0017,0.9836
4852,哀,0.0618,0.9583,0.0004,0.2239,0.0013
4853,"哀, 思",0.0216,0.9914,0.0006,0.0299,0.7215
4854,"乐, 思",0.5365,0.0657,0.0170,0.0002,0.6063
4855,哀,0.087,0.2466,0.0571,0.0177,0.0
4856,乐,0.5399,0.0034,0.0086,0.0309,0.4297
4857,"乐, 哀",0.5509,0.5368,0.0023,0.0437,0.0711
4858,思,0.2337,0.2099,0.1121,0.0895,0.5425
4859,思,0.2952,0.0877,0.0026,0.0005,0.9351
4860,哀,0.0064,0.99,0.0012,0.2069,0.0714
4861,哀,0.1018,0.8302,0.0098,0.0263,0.0099
4862,哀,0.1836,0.6239,0.0384,0.0778,0.0928
4863,哀,0.0407,0.9778,0.0941,0.0012,0.1127
4864,哀,0.0023,0.8482,0.0148,0.0024,0.4854
4865,思,0.4805,0.0983,0.0379,0.0213,0.6498
4866,乐,0.7556,0.0445,0.0733,0.0051,0.1834
4867,"哀, 思",0.0075,0.8336,0.0006,0.0040,0.5689
4868,哀,0.0042,0.6152,0.1529,0.0247,0.0201
4869,思,0.2299,0.0178,0.1462,0.0026,0.4597
4870,哀,0.0877,0.8387,0.0014,0.0073,0.0141
4871,乐,0.7351,0.0145,0.3118,0.0003,0.0987
4872,"乐, 喜",0.6129,0.0125,0.8958,0.0002,0.0299
4873,"乐, 喜",0.9293,0.0205,0.8482,0.0018,0.0160
4874,"乐, 思",0.5895,0.1082,0.0119,0.0052,0.5261
4875,"乐, 喜",0.7820,0.0066,0.5308,0.0054,0.3005
4876,"乐, 思",0.8523,0.0002,0.0012,0.0001,0.8366
4877,乐,0.8209,0.0103,0.2491,0.0164,0.0876
4878,"哀, 思",0.0290,0.7273,0.0209,0.0471,0.7307
4879,哀,0.3712,0.9034,0.0199,0.0003,0.3178
4880,思,0.0794,0.0002,0.3542,0.0023,0.9921
4881,哀,0.2063,0.5634,0.284,0.002,0.4938
4882,"喜, 思",0.0757,0.0231,0.7228,0.0034,0.9636
4883,怒/豪,0.1274,0.1086,0.0007,0.6803,0.0195
4884,乐,0.9578,0.0057,0.0559,0.0077,0.0936
4885,"乐, 喜",0.6608,0.0159,0.9925,0.0063,0.0213
4886,哀,0.078,0.9476,0.032,0.0054,0.0311
4887,思,0.076,0.034,0.0484,0.0147,0.9218
4888,哀,0.1069,0.9482,0.0029,0.0163,0.1662
4889,思,0.4292,0.272,0.0178,0.0038,0.8364
4890,思,0.154,0.015,0.1293,0.0251,0.7169
4891,思,0.1673,0.2924,0.0077,0.1051,0.5776
4892,思,0.3769,0.0158,0.0081,0.0001,0.7127
4893,哀,0.111,0.8208,0.0036,0.1159,0.2445
4894,哀,0.2386,0.615,0.0037,0.1225,0.0318
4895,"哀, 思",0.0667,0.7704,0.0069,0.0032,0.7119
4896,"哀, 思",0.0132,0.9086,0.0153,0.0230,0.6147
4897,思,0.4102,0.0164,0.0332,0.0009,0.8038
4898,哀,0.0208,0.8483,0.4009,0.0195,0.1894
4899,哀,0.0185,0.5786,0.3069,0.0033,0.0916
4900,哀,0.2546,0.4434,0.0308,0.0372,0.0051
4901,哀,0.0348,0.8606,0.0058,0.0023,0.319
4902,思,0.2511,0.0763,0.0253,0.0096,0.2511
4903,思,0.0593,0.0734,0.1587,0.0414,0.936
4904,思,0.0487,0.1417,0.0372,0.0075,0.7401
4905,哀,0.0018,0.9993,0.0035,0.0001,0.0683
4906,乐,0.6858,0.0121,0.0119,0.0822,0.1072
4907,哀,0.0437,0.9841,0.0002,0.1089,0.0539
4908,怒/豪,0.0692,0.3797,0.0066,0.9788,0.0832
4909,怒/豪,0.0166,0.1959,0.0514,0.2295,0.0923
4910,"哀, 思",0.3305,0.6798,0.0022,0.0001,0.7638
4911,哀,0.0228,0.9059,0.0061,0.1348,0.0567
4912,乐,0.9798,0.0327,0.0048,0.0029,0.0459
4913,乐,0.3766,0.0084,0.2807,0.0136,0.0422
4914,乐,0.74,0.1351,0.016,0.0011,0.1979
4915,乐,0.724,0.0382,0.0727,0.0002,0.1578
4916,乐,0.7417,0.4814,0.0202,0.0053,0.0196
4917,哀,0.2658,0.8605,0.0028,0.0421,0.1445
4918,思,0.433,0.2239,0.0242,0.0037,0.8353
4919,"哀, 思",0.0004,0.9993,0.0001,0.0037,0.6717
4920,"乐, 思",0.5742,0.1542,0.1192,0.0021,0.5652
4921,哀,0.071,0.4916,0.0459,0.0433,0.2417
4922,哀,0.038,0.9653,0.0187,0.0001,0.3759
4923,哀,0.2479,0.8233,0.0236,0.0044,0.0577
4924,哀,0.0556,0.9401,0.0565,0.0001,0.1184
4925,"乐, 喜",0.9212,0.0074,0.5808,0.0023,0.2909
4926,哀,0.1036,0.5126,0.0016,0.0052,0.2581
4927,"哀, 思",0.0995,0.5130,0.0457,0.1774,0.7542
4928,思,0.1266,0.4824,0.0252,0.0011,0.8595
4929,"哀, 思",0.0130,0.9378,0.0154,0.0035,0.6980
4930,思,0.257,0.0147,0.0162,0.0002,0.8186
4931,乐,0.3003,0.2268,0.0066,0.0822,0.0042
4932,思,0.0116,0.1284,0.0312,0.0079,0.9855
4933,思,0.0991,0.2069,0.0092,0.0285,0.647
4934,"哀, 思",0.0112,0.8804,0.0037,0.0028,0.6516
4935,喜,0.2699,0.1679,0.5939,0.0339,0.0207
4936,思,0.2689,0.1486,0.0103,0.0005,0.9382
4937,乐,0.4753,0.0429,0.0228,0.0004,0.4139
4938,思,0.4797,0.2125,0.0007,0.0021,0.6509
4939,喜,0.1417,0.3299,0.4228,0.0018,0.3133
4940,哀,0.0037,0.9963,0.001,0.0014,0.0395
4941,喜,0.1985,0.0135,0.9244,0.3372,0.0034
4942,乐,0.5998,0.0749,0.1925,0.0101,0.1809
4943,思,0.2843,0.0892,0.2752,0.0268,0.401
4944,思,0.0141,0.2257,0.0067,0.0137,0.9151
4945,"哀, 思",0.0050,0.5258,0.0001,0.0001,0.9788
4946,哀,0.0003,0.9873,0.0002,0.1111,0.1365
4947,哀,0.0164,0.9952,0.0821,0.0008,0.0172
4948,乐,0.7455,0.3212,0.0066,0.0305,0.0049
4949,"哀, 思",0.0897,0.6817,0.0869,0.0199,0.5460
4950,哀,0.0117,0.9987,0.0081,0.0006,0.0343
4951,"哀, 思",0.0212,0.7977,0.0097,0.0664,0.9138
4952,哀,0.0108,0.9482,0.035,0.0017,0.0603
4953,思,0.0867,0.0675,0.0374,0.0143,0.9892
4954,哀,0.0006,0.998,0.0008,0.0015,0.0945
4955,哀,0.0028,0.9645,0.0089,0.0961,0.0493
4956,思,0.0655,0.2753,0.026,0.0106,0.7558
4957,乐,0.4163,0.1632,0.0113,0.2825,0.2155
4958,哀,0.0141,0.9779,0.0098,0.0005,0.073
4959,哀,0.0257,0.8257,0.0102,0.0016,0.2678
4960,哀,0.3777,0.5313,0.068,0.3283,0.4267
4961,哀,0.0231,0.7687,0.0044,0.0065,0.1512
4962,乐,0.8561,0.0266,0.1284,0.0246,0.0407
4963,思,0.0093,0.1488,0.0222,0.0023,0.9861
4964,哀,0.0103,0.8381,0.0003,0.003,0.2278
4965,思,0.1644,0.0604,0.0098,0.0424,0.4421
4966,乐,0.8528,0.0017,0.0071,0.007,0.0961
4967,"哀, 思",0.0084,0.9289,0.0016,0.0024,0.6924
4968,哀,0.0082,0.9993,0.0001,0.0007,0.0478
4969,思,0.0163,0.2666,0.0184,0.0353,0.9306
4970,乐,0.9444,0.0061,0.0278,0.2179,0.0379
4971,哀,0.0083,0.9992,0.0028,0.0009,0.2671
4972,"哀, 思",0.0276,0.7011,0.0011,0.0020,0.9844
4973,喜,0.1792,0.0233,0.2435,0.0124,0.1413
4974,思,0.0823,0.0133,0.0006,0.0008,0.9987
4975,"哀, 思",0.0015,0.9636,0.0131,0.0025,0.9970
4976,思,0.1282,0.1499,0.2004,0.0545,0.4971
